"rgn_id","year","especie","tonnes"
"10202",2020,"Mitilidos",8277644
"10202",2020,"Ostion del Norte",263
"10202",2020,"Ostras",311883
"10202",2020,"Salmones",3146076
"10202",2021,"Mitilidos",10146117
"10202",2021,"Ostion del Norte",135
"10202",2021,"Ostras",375090
"10202",2021,"Salmones",8856117
"10202",2022,"Mitilidos",9799924
"10202",2022,"Ostion del Norte",0
"10202",2022,"Ostras",311473
"10202",2022,"Salmones",6273036
"10202",2023,"Mitilidos",333120
"10202",2023,"Ostion del Norte",0
"10202",2023,"Ostras",354800
"10202",2023,"Salmones",2657550
"10202",2024,"Mitilidos",268764
"10202",2024,"Ostion del Norte",0
"10202",2024,"Ostras",248126
"10202",2024,"Salmones",6975963
"02101",2020,"Ostion del Norte",42450
"02101",2021,"Ostion del Norte",90196
"02101",2022,"Ostion del Norte",35152
"02101",2023,"Ostion del Norte",37830
"02101",2024,"Ostion del Norte",55918
"02101",2024,"Ostras",0
"08202",2020,"Mitilidos",900
"08202",2020,"Ostras",101800
"08202",2021,"Mitilidos",0
"08202",2022,"Mitilidos",0
"08202",2023,"Mitilidos",0
"08202",2023,"Ostion del Norte",0
"08202",2023,"Ostras",0
"08202",2024,"Mitilidos",0
"08202",2024,"Ostion del Norte",0
"08202",2024,"Ostras",0
"11201",2020,"Salmones",211168177
"11201",2021,"Salmones",206840141
"11201",2022,"Salmones",181293830
"11201",2023,"Salmones",194532494
"11201",2024,"Salmones",157099090
"12201",2020,"Salmones",7833983
"12201",2021,"Salmones",4863518
"12201",2022,"Salmones",440561
"12201",2023,"Salmones",7136164
"12201",2024,"Salmones",10970
"10102",2020,"Mitilidos",43075067
"10102",2020,"Ostras",24954
"10102",2020,"Salmones",56041756
"10102",2021,"Mitilidos",52233594
"10102",2021,"Ostras",37447
"10102",2021,"Salmones",43501097
"10102",2022,"Mitilidos",72342783
"10102",2022,"Ostras",107294
"10102",2022,"Salmones",55000290
"10102",2023,"Mitilidos",728713
"10102",2023,"Ostion del Norte",35
"10102",2023,"Ostras",93106
"10102",2023,"Salmones",45522277
"10102",2024,"Mitilidos",440150
"10102",2024,"Ostion del Norte",1390
"10102",2024,"Ostras",67322
"10102",2024,"Salmones",47279744
"03102",2020,"Abalon",410423
"03102",2020,"Ostion del Norte",353659
"03102",2020,"Ostras",249
"03102",2021,"Abalon",414603
"03102",2021,"Ostion del Norte",197034
"03102",2021,"Ostras",103
"03102",2022,"Abalon",459948
"03102",2022,"Ostion del Norte",271661
"03102",2022,"Ostras",37
"03102",2023,"Abalon",440252
"03102",2023,"Ostion del Norte",192304
"03102",2024,"Abalon",409775
"03102",2024,"Ostion del Norte",186733
"03102",2024,"Ostras",0
"04202",2024,"Ostras",0
"09102",2020,"Mitilidos",36955
"09102",2021,"Mitilidos",22828
"09102",2022,"Mitilidos",31138
"09102",2023,"Mitilidos",18337
"09102",2024,"Mitilidos",16889
"10201",2020,"Abalon",293549
"10201",2020,"Mitilidos",53590991
"10201",2020,"Ostras",0
"10201",2020,"Salmones",4644239
"10201",2021,"Abalon",358838
"10201",2021,"Mitilidos",57394076
"10201",2021,"Ostras",0
"10201",2021,"Salmones",17720567
"10201",2022,"Abalon",338991
"10201",2022,"Mitilidos",42576497
"10201",2022,"Ostras",0
"10201",2022,"Salmones",12965171
"10201",2023,"Abalon",314345
"10201",2023,"Mitilidos",0
"10201",2023,"Ostras",0
"10201",2023,"Salmones",21125849
"10201",2024,"Abalon",317093
"10201",2024,"Mitilidos",76282
"10201",2024,"Ostras",720
"10201",2024,"Salmones",14735542
"10401",2020,"Mitilidos",7336565
"10401",2020,"Salmones",23932208
"10401",2021,"Mitilidos",6084797
"10401",2021,"Salmones",79302884
"10401",2022,"Mitilidos",4745950
"10401",2022,"Salmones",38030481
"10401",2023,"Mitilidos",39750
"10401",2023,"Salmones",74884674
"10401",2024,"Mitilidos",4500
"10401",2024,"Salmones",28303910
"03201",2020,"Ostion del Norte",751
"03201",2020,"Ostras",301
"03201",2021,"Ostion del Norte",109
"03201",2021,"Ostras",73
"03201",2022,"Ostion del Norte",2739
"03201",2022,"Ostras",1241
"03201",2023,"Ostion del Norte",349
"03201",2023,"Ostras",8
"03201",2024,"Ostion del Norte",130
"03201",2024,"Ostras",15
"10203",2020,"Mitilidos",29217304
"10203",2020,"Ostion del Norte",0
"10203",2020,"Salmones",72479
"10203",2021,"Mitilidos",39142817
"10203",2021,"Salmones",16028863
"10203",2022,"Mitilidos",23047428
"10203",2022,"Salmones",7586206
"10203",2023,"Mitilidos",0
"10203",2023,"Ostion del Norte",0
"10203",2023,"Salmones",23482436
"10203",2024,"Mitilidos",0
"10203",2024,"Salmones",9052509
"11202",2020,"Mitilidos",3350
"11202",2020,"Salmones",207884484
"11202",2021,"Mitilidos",0
"11202",2021,"Salmones",255317431
"11202",2022,"Mitilidos",0
"11202",2022,"Salmones",159755391
"11202",2023,"Salmones",281930182
"11202",2024,"Mitilidos",0
"11202",2024,"Ostion del Norte",0
"11202",2024,"Ostras",0
"11202",2024,"Salmones",183659323
"10103",2020,"Mitilidos",10115029
"10103",2020,"Salmones",22864510
"10103",2021,"Mitilidos",11971141
"10103",2021,"Salmones",12777863
"10103",2022,"Mitilidos",9256212
"10103",2022,"Salmones",35994989
"10103",2023,"Mitilidos",15000
"10103",2023,"Salmones",18995539
"10103",2024,"Mitilidos",300
"10103",2024,"Salmones",42247401
"07102",2022,"Ostras",0
"07102",2024,"Ostras",0
"03101",2020,"Ostion del Norte",16493
"03101",2021,"Ostion del Norte",10966
"03101",2022,"Ostion del Norte",7008
"03101",2023,"Ostion del Norte",11371
"03101",2024,"Ostion del Norte",33343
"04102",2020,"Abalon",96723
"04102",2020,"Ostion del Norte",6880850
"04102",2020,"Ostras",286781
"04102",2021,"Abalon",152396
"04102",2021,"Ostion del Norte",6117722
"04102",2021,"Ostras",201850
"04102",2022,"Abalon",176376
"04102",2022,"Ostion del Norte",5377004
"04102",2022,"Ostras",14874
"04102",2023,"Abalon",32
"04102",2023,"Ostion del Norte",7880682
"04102",2023,"Ostras",8017
"04102",2024,"Abalon",15
"04102",2024,"Ostion del Norte",6013883
"04102",2024,"Ostras",20681
"14102",2020,"Mitilidos",0
"14102",2020,"Ostras",544
"14102",2020,"Salmones",1058766
"14102",2021,"Mitilidos",0
"14102",2021,"Ostras",2491
"14102",2021,"Salmones",1228385
"14102",2022,"Mitilidos",0
"14102",2022,"Ostras",938
"14102",2022,"Salmones",1784951
"14102",2023,"Mitilidos",0
"14102",2023,"Ostras",1270
"14102",2023,"Salmones",1330774
"14102",2024,"Mitilidos",290
"14102",2024,"Ostras",670
"14102",2024,"Salmones",1061150
"10204",2020,"Mitilidos",49288689
"10204",2020,"Ostras",9210
"10204",2020,"Salmones",8393542
"10204",2021,"Mitilidos",53764252
"10204",2021,"Ostras",6400
"10204",2021,"Salmones",12258
"10204",2022,"Mitilidos",53220276
"10204",2022,"Ostras",0
"10204",2022,"Salmones",7119156
"10204",2023,"Abalon",0
"10204",2023,"Mitilidos",35350
"10204",2023,"Ostras",0
"10204",2023,"Salmones",260
"10204",2024,"Mitilidos",0
"10204",2024,"Salmones",8310547
"10205",2020,"Abalon",28563
"10205",2020,"Mitilidos",45844453
"10205",2020,"Ostras",0
"10205",2020,"Salmones",12153399
"10205",2021,"Abalon",46864
"10205",2021,"Mitilidos",39862293
"10205",2021,"Ostras",0
"10205",2021,"Salmones",1093655
"10205",2022,"Abalon",10
"10205",2022,"Mitilidos",45769247
"10205",2022,"Ostras",0
"10205",2022,"Salmones",15558192
"10205",2023,"Abalon",10721
"10205",2023,"Mitilidos",1490
"10205",2023,"Ostras",0
"10205",2023,"Salmones",4178501
"10205",2024,"Abalon",44251
"10205",2024,"Mitilidos",10600
"10205",2024,"Ostras",0
"10205",2024,"Salmones",11872428
"05605",2020,"Abalon",44234
"05605",2021,"Abalon",56787
"05605",2022,"Abalon",50331
"05605",2023,"Abalon",43548
"11203",2020,"Salmones",30868960
"11203",2021,"Salmones",11575606
"11203",2022,"Salmones",23591928
"11203",2023,"Salmones",8237624
"11203",2024,"Salmones",33399211
"10403",2020,"Mitilidos",11805035
"10403",2020,"Salmones",60555684
"10403",2021,"Mitilidos",13505463
"10403",2021,"Salmones",31544841
"10403",2022,"Mitilidos",18276828
"10403",2022,"Salmones",67262479
"10403",2023,"Mitilidos",4000
"10403",2023,"Salmones",29801062
"10403",2024,"Mitilidos",82220
"10403",2024,"Salmones",63859944
"01101",2020,"Ostras",397
"01101",2021,"Ostras",485
"01101",2022,"Ostras",130
"01101",2023,"Ostras",69
"01101",2024,"Ostras",124
"04104",2021,"Ostion del Norte",0
"04104",2021,"Ostras",0
"04104",2022,"Ostion del Norte",7
"04104",2022,"Ostras",60
"04104",2023,"Ostion del Norte",1459
"04104",2023,"Ostras",17
"04104",2024,"Ostion del Norte",0
"04104",2024,"Ostras",190
"05401",2020,"Abalon",125505
"05401",2020,"Ostras",0
"05401",2021,"Abalon",123838
"05401",2021,"Ostion del Norte",0
"05401",2021,"Ostras",0
"05401",2022,"Abalon",96472
"05401",2022,"Ostion del Norte",0
"05401",2022,"Ostras",0
"05401",2023,"Abalon",91679
"05401",2023,"Ostras",0
"07303",2024,"Ostras",0
"04203",2021,"Ostras",0
"04203",2022,"Ostras",1304
"04203",2024,"Ostion del Norte",112
"04203",2024,"Ostras",260
"14106",2020,"Mitilidos",0
"14106",2021,"Mitilidos",0
"14106",2022,"Mitilidos",0
"14106",2023,"Mitilidos",0
"14106",2024,"Mitilidos",700
"10108",2020,"Ostion del Norte",0
"10108",2020,"Salmones",656479
"10108",2021,"Salmones",582851
"10108",2022,"Salmones",575800
"10108",2023,"Salmones",565804
"10108",2024,"Salmones",725348
"02102",2020,"Ostion del Norte",0
"02102",2021,"Ostion del Norte",0
"02102",2022,"Ostion del Norte",703
"02102",2023,"Ostion del Norte",595
"02102",2024,"Ostion del Norte",3952
"12401",2020,"Mitilidos",0
"12401",2020,"Salmones",74928460
"12401",2021,"Mitilidos",0
"12401",2021,"Salmones",53220617
"12401",2022,"Mitilidos",0
"12401",2022,"Salmones",61902973
"12401",2023,"Salmones",78786471
"12401",2024,"Salmones",49940469
"07203",2021,"Ostras",0
"07203",2022,"Ostras",881
"07203",2023,"Ostras",0
"07203",2024,"Ostras",2186
"06201",2020,"Ostras",2003
"06201",2021,"Ostras",3214
"06201",2022,"Ostras",0
"06201",2024,"Ostras",0
"05105",2020,"Mitilidos",4872
"05105",2021,"Mitilidos",4089
"10101",2020,"Abalon",0
"10101",2020,"Mitilidos",29884834
"10101",2020,"Ostion del Norte",0
"10101",2020,"Ostras",0
"10101",2020,"Salmones",59416623
"10101",2021,"Abalon",0
"10101",2021,"Mitilidos",37437671
"10101",2021,"Ostion del Norte",0
"10101",2021,"Ostras",0
"10101",2021,"Salmones",17490277
"10101",2022,"Mitilidos",32170368
"10101",2022,"Ostion del Norte",0
"10101",2022,"Ostras",0
"10101",2022,"Salmones",68863783
"10101",2023,"Mitilidos",304075
"10101",2023,"Ostion del Norte",5
"10101",2023,"Ostras",155
"10101",2023,"Salmones",13661012
"10101",2024,"Mitilidos",213937
"10101",2024,"Ostion del Norte",9
"10101",2024,"Ostras",233
"10101",2024,"Salmones",80177422
"10109",2020,"Mitilidos",30000
"10109",2020,"Salmones",1224599
"10109",2021,"Mitilidos",30000
"10109",2021,"Salmones",1691833
"10109",2022,"Mitilidos",58000
"10109",2022,"Salmones",1729053
"10109",2023,"Salmones",51798
"10109",2024,"Salmones",103594
"12101",2020,"Salmones",9023764
"12101",2021,"Salmones",22560477
"12101",2022,"Salmones",2608394
"12101",2023,"Salmones",15258774
"12101",2024,"Salmones",18586341
"10206",2020,"Mitilidos",36343688
"10206",2020,"Salmones",18591864
"10206",2021,"Mitilidos",40519918
"10206",2021,"Salmones",13917280
"10206",2022,"Mitilidos",32375558
"10206",2022,"Salmones",18031723
"10206",2023,"Mitilidos",81500
"10206",2023,"Salmones",31341347
"10206",2024,"Mitilidos",85500
"10206",2024,"Salmones",15924820
"10207",2020,"Abalon",91828
"10207",2020,"Mitilidos",11111020
"10207",2020,"Ostras",20
"10207",2020,"Salmones",14474545
"10207",2021,"Abalon",139544
"10207",2021,"Mitilidos",10211430
"10207",2021,"Ostras",70
"10207",2021,"Salmones",35726025
"10207",2022,"Abalon",192330
"10207",2022,"Mitilidos",9607900
"10207",2022,"Salmones",16706564
"10207",2023,"Abalon",85637
"10207",2023,"Mitilidos",30100
"10207",2023,"Salmones",54180505
"10207",2024,"Abalon",117801
"10207",2024,"Mitilidos",9880
"10207",2024,"Salmones",14383170
"10208",2020,"Abalon",2
"10208",2020,"Mitilidos",20841657
"10208",2020,"Ostras",0
"10208",2020,"Salmones",37210384
"10208",2021,"Abalon",1237
"10208",2021,"Mitilidos",13126172
"10208",2021,"Ostras",0
"10208",2021,"Salmones",31121827
"10208",2022,"Abalon",0
"10208",2022,"Mitilidos",32703627
"10208",2022,"Ostras",0
"10208",2022,"Salmones",22191940
"10208",2023,"Abalon",0
"10208",2023,"Mitilidos",495283
"10208",2023,"Ostras",0
"10208",2023,"Salmones",30934379
"10208",2024,"Abalon",0
"10208",2024,"Mitilidos",41385
"10208",2024,"Ostras",0
"10208",2024,"Salmones",28689263
"10209",2020,"Mitilidos",18412342
"10209",2020,"Salmones",35385291
"10209",2021,"Mitilidos",23030343
"10209",2021,"Salmones",13102682
"10209",2022,"Mitilidos",18724409
"10209",2022,"Ostras",0
"10209",2022,"Salmones",62389921
"10209",2023,"Mitilidos",9495
"10209",2023,"Ostras",198
"10209",2023,"Salmones",19435176
"10209",2024,"Mitilidos",1120
"10209",2024,"Ostras",90
"10209",2024,"Salmones",76016919
"10210",2020,"Mitilidos",54500331
"10210",2020,"Ostras",0
"10210",2020,"Salmones",44469257
"10210",2021,"Mitilidos",57286147
"10210",2021,"Ostras",0
"10210",2021,"Salmones",33606057
"10210",2022,"Mitilidos",47905132
"10210",2022,"Ostras",0
"10210",2022,"Salmones",47429424
"10210",2023,"Mitilidos",0
"10210",2023,"Ostras",0
"10210",2023,"Salmones",62839592
"10210",2024,"Mitilidos",5000
"10210",2024,"Ostras",0
"10210",2024,"Salmones",36586746
"12103",2020,"Mitilidos",0
"12103",2020,"Salmones",61184069
"12103",2021,"Mitilidos",0
"12103",2021,"Salmones",55572748
"12103",2022,"Mitilidos",0
"12103",2022,"Salmones",91895154
"12103",2023,"Salmones",27585988
"12103",2024,"Salmones",37169627
"09116",2023,"Mitilidos",13860
"09116",2023,"Ostras",150
"09116",2024,"Mitilidos",18900
"09116",2020,"Mitilidos",17750
"09116",2020,"Ostras",0
"09116",2021,"Mitilidos",15500
"09116",2021,"Ostras",0
"09116",2022,"Mitilidos",12388
"09116",2022,"Ostras",1801
"02104",2020,"Ostion del Norte",51
"02104",2020,"Ostras",30
"02104",2021,"Ostion del Norte",3533
"02104",2021,"Ostras",1720
"02104",2022,"Ostion del Norte",1258
"02104",2022,"Ostras",41
"02104",2023,"Ostion del Norte",1361
"02104",2023,"Ostras",100
"02104",2024,"Ostion del Norte",865
"02104",2024,"Ostras",20
"02301",2022,"Ostion del Norte",0
"02301",2023,"Ostion del Norte",0
"02301",2024,"Ostion del Norte",438
"09118",2020,"Mitilidos",9956
"09118",2020,"Ostras",2738
"09118",2021,"Mitilidos",13390
"09118",2021,"Ostras",1793
"09118",2022,"Mitilidos",65457
"09118",2022,"Ostras",786
"09118",2023,"Mitilidos",4247
"09118",2023,"Ostras",1391
"09118",2024,"Mitilidos",4810
"09118",2024,"Ostras",826
"08111",2020,"Mitilidos",338
"08111",2020,"Ostras",2751
"08111",2021,"Mitilidos",409
"08111",2021,"Ostion del Norte",0
"08111",2021,"Ostras",4427
"08111",2022,"Mitilidos",641
"08111",2022,"Ostion del Norte",0
"08111",2022,"Ostras",2838
"08111",2023,"Mitilidos",161
"08111",2023,"Ostion del Norte",0
"08111",2023,"Ostras",3407
"08111",2023,"Salmones",0
"08111",2024,"Mitilidos",127
"08111",2024,"Ostion del Norte",0
"08111",2024,"Ostras",2553
"08111",2024,"Salmones",64
"14101",2020,"Mitilidos",16060
"14101",2021,"Mitilidos",17936
"14101",2022,"Mitilidos",23510
"14101",2023,"Mitilidos",870
"14101",2024,"Mitilidos",550
"14101",2024,"Ostras",0
"05101",2021,"Salmones",0
"05101",2024,"Ostras",0
