"rgn_id","producto","year","tonnes"
10202,"Algas","2019",11688
10202,"Algas","2023",20517.183
10202,"Algas","2024",17623.311
10202,"Algas","2018",8243
10202,"Algas","2022",19458.45
10202,"Algas","2020",16063.688
10202,"Algas","2021",12582.686
2101,"Algas","2022",9769
2101,"Algas","2020",7073
2101,"Algas","2024",10438
2101,"Algas","2018",9647
2101,"Algas","2023",9364
2101,"Algas","2021",6560
2101,"Algas","2019",7827
8202,"Algas","2022",0.25
8202,"Algas","2021",0.025
8202,"Algas","2024",0.063
15101,"Aceite","2021",2268
15101,"Algas","2021",404
15101,"Harina","2021",35922
15101,"Aceite","2024",1365
15101,"Algas","2020",221
15101,"Harina","2020",35191
15101,"Harina","2022",52439
15101,"Algas","2019",791
15101,"Harina","2024",40607
15101,"Algas","2022",1053
15101,"Algas","2023",158
15101,"Harina","2018",38756
15101,"Aceite","2022",2538
15101,"Aceite","2020",1265
15101,"Harina","2019",30671
15101,"Algas","2018",381
15101,"Algas","2024",588
15101,"Aceite","2019",831
15101,"Aceite","2023",76
15101,"Harina","2023",20439
15101,"Aceite","2018",1017
11201,"Aceite","2019",93
11201,"Aceite","2022",242
11201,"Algas","2022",2300.4
11201,"Harina","2019",186
11201,"Harina","2018",92
11201,"Harina","2021",453
11201,"Algas","2018",946
11201,"Harina","2022",504
11201,"Aceite","2020",199
11201,"Algas","2019",1690
11201,"Algas","2020",115
11201,"Harina","2020",382
11201,"Algas","2021",1465
11201,"Harina","2024",220
11201,"Aceite","2024",106
11201,"Aceite","2023",82
11201,"Aceite","2021",215
11201,"Algas","2024",633.275
11201,"Harina","2023",139
11201,"Algas","2023",4.128
12201,"Algas","2021",0
10102,"Aceite","2021",710
10102,"Algas","2024",2798.156
10102,"Harina","2019",1509
10102,"Aceite","2020",1741
10102,"Algas","2021",2773.485
10102,"Harina","2024",72
10102,"Aceite","2024",38
10102,"Aceite","2022",238
10102,"Algas","2022",3047.505
10102,"Harina","2021",1272
10102,"Algas","2020",1937.861
10102,"Algas","2019",1242
10102,"Aceite","2019",743
10102,"Harina","2020",2924
10102,"Harina","2023",291
10102,"Harina","2018",421
10102,"Harina","2022",429
10102,"Algas","2023",3416.421
10102,"Aceite","2023",150
10102,"Algas","2018",1961
3102,"Aceite","2018",1264
3102,"Aceite","2022",1494
3102,"Harina","2022",14850
3102,"Algas","2022",22712
3102,"Harina","2021",14664
3102,"Aceite","2021",1784
3102,"Aceite","2020",544
3102,"Aceite","2019",887
3102,"Algas","2018",12167
3102,"Harina","2018",9798
3102,"Harina","2019",9713
3102,"Algas","2020",17690
3102,"Harina","2024",12995
3102,"Algas","2021",18921
3102,"Harina","2020",8329
3102,"Aceite","2024",1078
3102,"Algas","2024",16057
3102,"Algas","2019",14147
3102,"Aceite","2023",581
3102,"Algas","2023",22508
3102,"Harina","2023",9500
4202,"Algas","2023",0.051
10201,"Algas","2020",6845.5
10201,"Harina","2018",530
10201,"Algas","2022",8220.607
10201,"Algas","2023",10432
10201,"Algas","2018",0
10201,"Algas","2024",3592
10201,"Algas","2019",0
10201,"Algas","2021",6447
10201,"Aceite","2018",373
10401,"Algas","2020",14.7
10401,"Algas","2024",0.3
10401,"Algas","2023",30.4
10401,"Algas","2021",44.72
3201,"Algas","2021",23671
3201,"Algas","2022",24673
3201,"Algas","2020",23889
3201,"Algas","2023",18183
3201,"Algas","2019",24488
3201,"Algas","2018",27837
10203,"Algas","2023",30
10203,"Algas","2024",14.3
11202,"Algas","2020",5
11202,"Algas","2019",0
11202,"Algas","2022",35.35
11202,"Algas","2021",2
16202,"Algas","2023",4
16202,"Algas","2024",3
16202,"Algas","2020",1
7102,"Algas","2024",2482
7102,"Algas","2021",3143
7102,"Algas","2022",3588
7102,"Algas","2023",3315
7102,"Algas","2020",4481
7102,"Algas","2018",5750
7102,"Algas","2019",5969
4102,"Algas","2019",42733
4102,"Aceite","2019",425
4102,"Algas","2018",47774
4102,"Aceite","2018",363
4102,"Algas","2020",51575.706
4102,"Harina","2022",10338
4102,"Aceite","2020",823
4102,"Aceite","2024",1168
4102,"Algas","2023",55508
4102,"Harina","2019",6278
4102,"Algas","2022",55514.667
4102,"Aceite","2023",930
4102,"Algas","2024",47301
4102,"Harina","2018",3574
4102,"Harina","2023",10760
4102,"Harina","2020",8485
4102,"Harina","2021",9158
4102,"Harina","2024",9931
4102,"Aceite","2022",1414
4102,"Algas","2021",45398.445
4102,"Aceite","2021",954
8102,"Harina","2019",106334
8102,"Harina","2023",161681
8102,"Aceite","2024",30355
8102,"Algas","2019",17246
8102,"Algas","2023",19488
8102,"Aceite","2020",38800
8102,"Aceite","2019",40312
8102,"Aceite","2018",29504
8102,"Harina","2022",107357
8102,"Harina","2024",128460
8102,"Algas","2024",15968
8102,"Algas","2022",15089
8102,"Algas","2018",20422
8102,"Harina","2020",121482
8102,"Harina","2018",96249
8102,"Aceite","2022",38086
8102,"Aceite","2023",58258
8102,"Harina","2021",125722
8102,"Aceite","2021",44501
8102,"Algas","2020",18245
8102,"Algas","2021",12223
14102,"Algas","2022",1158
14102,"Algas","2023",2387.4
14102,"Algas","2021",781
14102,"Algas","2024",906.03
14102,"Algas","2020",524
14102,"Algas","2018",0
14102,"Algas","2019",0
10205,"Algas","2024",23.075
10205,"Algas","2023",8.418
10205,"Algas","2020",7.69
10205,"Algas","2021",0.6
11203,"Algas","2018",0
11203,"Algas","2023",261.778
11203,"Algas","2020",650.644
11203,"Algas","2022",578.977
11203,"Algas","2021",819.848
11203,"Algas","2019",0
11203,"Algas","2024",612.85
10403,"Algas","2020",3.44
10403,"Algas","2021",1.2
10403,"Algas","2023",2.2
3304,"Algas","2022",75527
3304,"Algas","2021",68420
3304,"Algas","2024",74706
3304,"Algas","2023",75483
3304,"Algas","2020",66873
3304,"Algas","2019",59632
3304,"Algas","2018",57144
1101,"Aceite","2018",8176
1101,"Aceite","2022",3607
1101,"Aceite","2019",1806
1101,"Algas","2022",34641
1101,"Algas","2019",30253
1101,"Harina","2019",74328
1101,"Harina","2018",89240
1101,"Aceite","2023",1462
1101,"Aceite","2020",2025
1101,"Algas","2023",32580
1101,"Aceite","2021",6585
1101,"Algas","2021",34401
1101,"Harina","2021",52061
1101,"Harina","2024",32804
1101,"Harina","2023",19842
1101,"Harina","2022",54376
1101,"Algas","2018",26298
1101,"Aceite","2024",2962
1101,"Algas","2024",43693
1101,"Algas","2020",30670
1101,"Harina","2020",37177
8201,"Algas","2024",2184
8201,"Algas","2020",2316
8201,"Algas","2023",3761
8201,"Algas","2019",55
8201,"Algas","2022",3131
8201,"Algas","2018",4
8201,"Algas","2021",2292
7303,"Algas","2021",110
7303,"Algas","2020",168
7303,"Algas","2023",263
7303,"Algas","2022",124
7303,"Algas","2024",132
10106,"Algas","2024",148.75
10106,"Algas","2023",35
4203,"Algas","2024",6596
4203,"Algas","2018",5609
4203,"Algas","2019",6425
4203,"Algas","2021",4025
4203,"Algas","2023",6825
4203,"Algas","2020",5253
4203,"Algas","2022",6226
10108,"Algas","2023",738.292
10108,"Algas","2019",0
10108,"Algas","2018",0
10108,"Algas","2020",261.98
10108,"Algas","2024",2054.598
10108,"Algas","2022",417.202
10108,"Algas","2021",246.2
2102,"Algas","2019",2485
2102,"Algas","2024",2605
2102,"Harina","2024",17123
2102,"Aceite","2018",4379
2102,"Harina","2018",41512
2102,"Algas","2020",2713
2102,"Aceite","2020",771
2102,"Harina","2019",25908
2102,"Aceite","2024",1624
2102,"Aceite","2022",2143
2102,"Harina","2020",17603
2102,"Harina","2023",18797
2102,"Algas","2018",3904
2102,"Aceite","2023",1854
2102,"Aceite","2019",939
2102,"Aceite","2021",2372
2102,"Algas","2023",2594
2102,"Algas","2021",2142
2102,"Harina","2021",22025
2102,"Algas","2022",2326
2102,"Harina","2022",27599
12401,"Algas","2020",5814.494
12401,"Algas","2021",2939.676
12401,"Algas","2022",5939.425
12401,"Algas","2019",0
12401,"Algas","2018",0
12401,"Algas","2024",5784.396
12401,"Algas","2023",2441.354
4301,"Algas","2020",0.817
4301,"Algas","2023",0.723
7203,"Algas","2019",0
7203,"Algas","2022",8
7203,"Algas","2023",10
7203,"Algas","2021",2
7203,"Algas","2020",0
7203,"Algas","2018",0
7203,"Algas","2024",7
8107,"Algas","2020",51
8107,"Algas","2024",115
8107,"Algas","2022",70.709
8107,"Algas","2023",192.363
8107,"Algas","2021",19.03
6201,"Algas","2020",622
6201,"Algas","2022",680
6201,"Algas","2024",682
6201,"Algas","2018",748
6201,"Algas","2019",178
6201,"Algas","2023",915
6201,"Algas","2021",523
12301,"Algas","2021",3694.35
12301,"Algas","2018",0
12301,"Algas","2024",7352.273
12301,"Algas","2020",1116.656
12301,"Algas","2022",5742.97
12301,"Algas","2023",4749.823
12301,"Algas","2019",0
10101,"Aceite","2018",4366
10101,"Aceite","2019",372
10101,"Aceite","2023",82
10101,"Algas","2019",10061
10101,"Algas","2018",6548
10101,"Aceite","2020",180
10101,"Algas","2020",15567
10101,"Harina","2020",382
10101,"Aceite","2021",945
10101,"Algas","2021",8367
10101,"Harina","2021",1983
10101,"Harina","2022",1430
10101,"Aceite","2022",653
10101,"Algas","2022",6649
10101,"Harina","2018",7828
10101,"Harina","2024",87
10101,"Harina","2023",285
10101,"Aceite","2024",19
10101,"Harina","2019",874
10101,"Algas","2023",9097
10101,"Algas","2024",10937
12101,"Algas","2018",8743
12101,"Algas","2021",2395.594
12101,"Algas","2020",11279.954
12101,"Algas","2023",6137.985
12101,"Algas","2022",11100.745
12101,"Algas","2024",9707.824
12101,"Algas","2019",7379
10207,"Algas","2022",6266.14
10207,"Algas","2021",3848.552
10207,"Algas","2020",6689.987
10207,"Algas","2024",4282.497
10207,"Algas","2023",4185.979
10208,"Algas","2019",894
10208,"Algas","2020",21098.377
10208,"Algas","2021",15164.403
10208,"Algas","2018",1233
10208,"Algas","2023",12492.589
10208,"Algas","2024",16217.934
10208,"Algas","2022",19590.777
10209,"Algas","2024",1486.769
10209,"Algas","2023",821.447
10209,"Algas","2022",413.664
10209,"Algas","2020",652.476
10209,"Algas","2021",99.179
10210,"Algas","2020",3
10210,"Algas","2021",3
10210,"Algas","2022",14
10210,"Algas","2024",5
5107,"Algas","2018",20801
5107,"Algas","2022",9666
5107,"Algas","2023",15262
5107,"Algas","2020",16816
5107,"Algas","2021",23788
5107,"Algas","2019",28114
5107,"Algas","2024",17142
12103,"Algas","2022",0.413
12103,"Algas","2023",4.387
12103,"Algas","2024",13.241
12103,"Algas","2020",5.334
9116,"Algas","2021",0
9116,"Algas","2023",42
9116,"Algas","2024",6
9116,"Algas","2018",0
9116,"Algas","2022",13
9116,"Algas","2020",1
9116,"Algas","2019",0
5601,"Aceite","2019",414
5601,"Aceite","2018",371
5601,"Harina","2018",1684
5601,"Algas","2020",815
5601,"Algas","2019",529
5601,"Algas","2018",709
5601,"Aceite","2020",74
5601,"Algas","2023",2280
5601,"Algas","2024",2044
5601,"Harina","2020",273
5601,"Harina","2019",1660
5601,"Algas","2022",2989
5601,"Algas","2021",1044
10306,"Algas","2023",24
10306,"Algas","2024",36.267
8110,"Algas","2021",19784.789
8110,"Aceite","2021",4622
8110,"Algas","2018",24797
8110,"Harina","2021",12219
8110,"Aceite","2018",9025
8110,"Algas","2024",23937.634
8110,"Harina","2024",46
8110,"Aceite","2020",4481
8110,"Algas","2020",23584.8
8110,"Harina","2020",14388
8110,"Harina","2022",13503
8110,"Aceite","2023",7617
8110,"Algas","2023",29108.901
8110,"Algas","2022",26171.842
8110,"Aceite","2024",17
8110,"Harina","2019",19077
8110,"Harina","2023",20670
8110,"Aceite","2022",4631
8110,"Algas","2019",15290
8110,"Harina","2018",26013
8110,"Aceite","2019",7277
2104,"Algas","2023",40250
2104,"Algas","2018",32024
2104,"Algas","2022",40039
2104,"Algas","2019",38296
2104,"Algas","2021",38129
2104,"Algas","2024",40890
2104,"Algas","2020",34680
2301,"Algas","2019",13337
2301,"Algas","2023",20097
2301,"Algas","2024",25357
2301,"Algas","2018",15267
2301,"Algas","2022",20051
2301,"Algas","2020",15716
2301,"Algas","2021",18594
8111,"Algas","2022",1994.168
8111,"Algas","2021",1118.5
8111,"Algas","2024",1628
8111,"Algas","2018",0
8111,"Algas","2020",1986
8111,"Algas","2023",2788.393
8111,"Algas","2019",0
11303,"Algas","2022",483.811
11303,"Algas","2024",109.647
11303,"Algas","2021",211.288
14101,"Algas","2020",83
14101,"Harina","2020",14280
14101,"Aceite","2021",6728
14101,"Algas","2021",24
14101,"Harina","2021",17891
14101,"Aceite","2022",7089
14101,"Algas","2022",28
14101,"Harina","2022",19952
14101,"Aceite","2023",4930
14101,"Algas","2023",53
14101,"Harina","2023",13679
14101,"Aceite","2024",4734
14101,"Algas","2024",2
14101,"Harina","2024",15250
14101,"Harina","2018",10999
14101,"Aceite","2019",6218
14101,"Algas","2019",26
14101,"Algas","2018",18
14101,"Aceite","2020",5416
14101,"Harina","2019",15097
5101,"Algas","2019",837
5101,"Algas","2020",1798
5101,"Algas","2018",516
5101,"Algas","2023",1705
5101,"Algas","2024",2118
5101,"Algas","2021",2274
5101,"Algas","2022",3046
